title,popularity,collection,genres_encoded
Alice in Wonderland,17.285093,Alice in Wonderland Collection,"[7, 8, 1]"
Kick-Ass,17.26045,Kick-Ass Collection,"[0, 4]"
The Huntsman: Winter's War,17.260203,The Huntsman Collection,"[0, 1, 6]"
Insidious,17.24814,Insidious Collection,"[11, 17]"
Amateur Night,17.208064,No Collection,[3]
Holes,17.193267,No Collection,"[1, 7, 6, 3]"
True Romance,17.189328,No Collection,"[0, 17, 4, 14]"
A Most Violent Year,17.187708,No Collection,"[4, 6, 17]"
The Godfather: Part III,17.185349,The Godfather Collection,"[4, 6, 17]"
Two Is a Family,17.181564,No Collection,"[6, 3]"
Princess Mononoke,17.166725,No Collection,"[1, 8, 2]"
Tomorrow Never Dies,17.159576,James Bond Collection,"[1, 0, 17]"
Robin Hood: Men in Tights,17.136672,No Collection,[3]
Alien³,17.126768,Alien Collection,"[15, 0, 11]"
A Clockwork Orange,17.112594,No Collection,"[15, 6]"
Teen Titans: The Judas Contract,17.086618,Teen Titans Collection,"[15, 2, 0]"
Lion,17.085145,No Collection,[6]
The Lego Batman Movie,17.070748,The Lego Movie Collection,"[0, 2, 3, 7, 8]"
Blade II,17.05064,Blade Collection,"[8, 11, 0, 17]"
When the Bough Breaks,17.046052,No Collection,"[13, 6, 11]"
Batman & Robin,17.038824,Batman Collection,"[0, 4, 8]"
Mine,17.029573,No Collection,"[17, 18]"
The Boy,17.028854,No Collection,"[11, 13, 17]"
Paul Blart: Mall Cop 2,17.02038,Mall Cop Collection,"[0, 3, 7]"
Jumanji,17.015539,No Collection,"[1, 8, 7]"
Independence Day: Resurgence,16.993841,Independence Day Collection,"[0, 1, 15]"
The Social Network,16.972995,No Collection,[6]
Smurfs: The Lost Village,16.972835,The Smurfs (Theatrical) Collection,"[1, 2, 3, 7]"
Toy Story 3,16.96647,Toy Story Collection,"[2, 7, 3]"
The Mummy Returns,16.945657,The Mummy Collection,"[1, 0, 8]"
The Prestige,16.94556,No Collection,"[6, 13, 17]"
Danny Collins,16.903373,No Collection,"[3, 6, 12]"
Kung Fu Panda,16.897541,Kung Fu Panda Collection,"[1, 2, 7, 3]"
Inglourious Basterds,16.89564,No Collection,"[6, 0, 17, 18]"
Waterworld,16.885184,No Collection,"[1, 0]"
Highlander,16.870392,Highlander Collection,"[1, 0, 8]"
A Bug's Life,16.869209,No Collection,"[1, 2, 3, 7]"
Peter Pan,16.861533,Peter Pan Collection,"[2, 12, 7, 1, 8]"
Run All Night,16.838145,No Collection,"[0, 4, 6, 13, 17]"
Trolls,16.83711,No Collection,"[1, 2, 7]"
The Thing,16.83125,The Thing Collection,"[11, 13, 15]"
Hidden Figures,16.816834,No Collection,[6]
"The Good, the Bad and the Ugly",16.788787,The Man With No Name Collection,[19]
Who Framed Roger Rabbit,16.78596,No Collection,"[8, 2, 3, 4, 7]"
Ricki and the Flash,16.778946,No Collection,"[3, 6, 12]"
Dracula,16.777675,No Collection,"[14, 11]"
Men in Black II,16.775716,Men In Black Collection,"[0, 1, 3, 15]"
A Mighty Heart,16.770196,No Collection,"[6, 17]"
Irreversible,16.76382,No Collection,"[6, 17, 4, 13]"
Field of Dreams,16.759454,No Collection,"[6, 8]"
The A-Team,16.747793,No Collection,"[17, 0, 1, 3, 4]"
The Handmaiden,16.727405,No Collection,"[17, 6, 14]"
Spirit: Stallion of the Cimarron,16.724836,No Collection,"[19, 2, 1, 3, 7]"
The Fury of a Patient Man,16.719657,No Collection,[17]
High Noon,16.715935,No Collection,[19]
2012,16.698628,No Collection,"[0, 1, 15]"
Night at the Museum,16.661966,Night at the Museum Collection,"[0, 1, 3, 7, 8]"
Ice Age: The Meltdown,16.646029,Ice Age Collection,"[2, 7, 3, 1]"
Badlands,16.641976,No Collection,"[4, 6]"
The Omen,16.641277,The Omen Collection,"[11, 17]"
Die Hard,16.640522,Die Hard Collection,"[0, 17]"
Coraline,16.639915,No Collection,"[2, 7]"
Law Abiding Citizen,16.639047,No Collection,"[6, 4, 17]"
Basic Instinct,16.628427,Basic Instinct Collection,"[17, 13]"
Saw: The Final Chapter,16.626655,Saw Collection,"[11, 4]"
Prometheus,16.624854,Prometheus Collection,"[15, 1, 13]"
The Princess and the Frog,16.616517,No Collection,"[14, 7, 2, 12]"
Jaws 3-D,16.603041,The Jaws Collection,"[17, 11]"
Tron,16.574021,TRON Collection,"[15, 0, 1]"
Watchmen,16.551503,No Collection,"[0, 13, 15]"
The Shrine,16.544322,No Collection,[11]
Ballerina,16.53732,No Collection,"[2, 7, 1, 3]"
Open Range,16.532577,No Collection,[19]
Resident Evil: Damnation,16.532373,Resident Evil: Biohazard,[2]
Velvet Goldmine,16.5293,No Collection,"[6, 12]"
Captain Fantastic,16.519276,No Collection,"[1, 3, 6, 14]"
Terminator Salvation,16.507496,The Terminator Collection,"[0, 15, 17]"
12 Angry Men,16.503959,No Collection,[6]
American Hustle,16.478036,No Collection,"[6, 4]"
War Dogs,16.453573,No Collection,"[3, 4, 6]"
Wild Card,16.451228,No Collection,"[17, 4, 6]"
Total Recall,16.42635,No Collection,"[0, 15, 1, 17]"
The Hobbit,16.425868,The Lord of the Rings Animated Collection,"[1, 2, 7]"
The Lego Movie,16.418133,The Lego Movie Collection,"[1, 2, 3, 7, 8]"
Jackie Brown,16.415498,No Collection,"[3, 4, 14]"
Ghostbusters II,16.414239,Ghostbusters Collection,"[3, 8]"
The Shack,16.392712,No Collection,"[6, 8]"
Northmen: A Viking Saga,16.388563,No Collection,[1]
The Wolf of Wall Street,16.382422,No Collection,"[4, 6, 3]"
(500) Days of Summer,16.376657,No Collection,"[3, 6, 14]"
Taken 2,16.376482,Taken Collection,"[0, 4, 17]"
The Book Thief,16.373622,No Collection,[6]
Taken,16.367481,Taken Collection,"[0, 17]"
Aladdin,16.357419,Aladdin Collection,"[2, 7, 3, 1, 8, 14]"
Wrong Turn 2: Dead End,16.34615,Wrong Turn Collection,"[11, 17]"
Exodus: Gods and Kings,16.320249,No Collection,"[1, 6, 0]"
Dracula Untold,16.316318,No Collection,"[11, 0, 6, 8, 18]"
Turbo Kid,16.304654,No Collection,"[0, 1, 3, 15]"
The Usual Suspects,16.302466,No Collection,"[6, 4, 17]"
Kingdom of Heaven,16.296471,No Collection,"[6, 0, 1, 10, 18]"
A Real Young Girl,16.295091,No Collection,[6]
Dirty Grandpa,16.290586,No Collection,[3]
The Fault in Our Stars,16.274653,No Collection,"[14, 6]"
Monsters University,16.267502,"Monsters, Inc. Collection","[2, 7]"
Snow White and the Seven Dwarfs,16.263878,No Collection,"[8, 2, 7]"
The Human Centipede 2 (Full Sequence),16.257143,The Human Centipede Collection,"[6, 11, 4]"
Birdy,16.243093,No Collection,"[6, 10]"
Forget Paris,16.236745,No Collection,"[3, 6, 14]"
Hotel Transylvania,16.231945,Hotel Transylvania Collection,"[2, 3, 7, 8]"
Shrek 2,16.22986,Shrek Collection,"[1, 2, 3, 7, 8]"
The Matrix Reloaded,16.229317,The Matrix Collection,"[1, 0, 17, 15]"
Bedeviled,16.227875,No Collection,"[11, 17]"
Steve Jobs,16.224866,No Collection,"[6, 10]"
The Prince,16.219485,No Collection,"[17, 0]"
The Orphanage,16.213592,No Collection,"[11, 6, 17]"
Surrogates,16.211937,No Collection,"[0, 15, 17]"
Superbad,16.205105,No Collection,[3]
Undisputed III : Redemption,16.201377,Undisputed Collection,"[0, 17]"
Old School,16.195894,No Collection,[3]
Beaches,16.179384,No Collection,"[3, 6]"
The Ring Two,16.15818,The Ring Collection,"[6, 11, 17]"
Viceroy's House,16.153534,No Collection,"[6, 10]"
Treasure Planet,16.141913,No Collection,"[1, 2, 7, 8, 15]"
Madagascar,16.136217,Madagascar Collection,"[7, 2]"
Howl's Moving Castle,16.136048,No Collection,"[8, 2, 1]"
Handsome Devil,16.112052,No Collection,[6]
WALL·E,16.088366,No Collection,"[2, 7]"
The Intouchables,16.086919,No Collection,"[6, 3]"
The Nice Guys,16.075615,No Collection,"[0, 3, 4, 17]"
Heartburn,16.071191,No Collection,"[3, 6, 14]"
Piranha,16.038604,Piranha Collection,[11]
Gifted,16.025911,No Collection,[6]
Antz,16.025625,No Collection,"[1, 2, 3, 7]"
Mama,16.018525,No Collection,[11]
Gold,16.01076,No Collection,"[17, 1, 6]"
A Life Less Ordinary,15.996171,No Collection,"[8, 6, 3, 17, 15, 14]"
The Cement Garden,15.975485,No Collection,[6]
Poltergeist,15.968492,No Collection,"[11, 17]"
Let's Be Cops,15.962793,No Collection,[3]
The Patriot,15.960788,No Collection,"[6, 10, 18, 0]"
The Big Lebowski,15.952524,No Collection,"[3, 4]"
Bruce Almighty,15.947524,Almighty Collection,"[8, 3]"
Walled In,15.937321,No Collection,"[11, 17]"
52 Pick-Up,15.921964,No Collection,"[4, 6, 17]"
Why Blame It on the Child?,15.918466,No Collection,"[3, 14]"
The Hunt for Red October,15.91126,The Jack Ryan Collection,"[0, 1, 17]"
Incarnate,15.909181,No Collection,"[11, 17]"
Eat Pray Love,15.904834,No Collection,[6]
Mighty Aphrodite,15.899134,No Collection,"[3, 14]"
The Great Wall,15.884744,No Collection,"[0, 1, 8]"
Space Station 76,15.884005,No Collection,"[6, 3, 15]"
Brave,15.876341,No Collection,"[2, 1, 3, 7, 0, 8]"
Chain Reaction,15.874491,No Collection,"[0, 6, 15, 17]"
Pitch Perfect 2,15.862632,Pitch Perfect Collection,"[3, 12]"
Into the Grizzly Maze,15.860139,No Collection,"[0, 11, 17]"
The Fall,15.855108,No Collection,"[1, 8, 6]"
Lara Croft: Tomb Raider,15.851722,Tomb Raider Collection,"[1, 8, 0, 17]"
Descendants 2,15.842073,Descendants Collection,"[16, 7, 0, 3, 12, 1]"
Galaxy Quest,15.831374,No Collection,"[3, 7, 15]"
Shutter Island,15.813629,No Collection,"[6, 17, 13]"
Citizen Kane,15.811921,No Collection,"[13, 6]"
Drag Me to Hell,15.809588,No Collection,"[11, 17]"
Indiana Jones and the Temple of Doom,15.802306,Indiana Jones Collection,"[1, 0]"
The Crow,15.799336,The Crow Collection,"[8, 0, 17]"
Mission: Impossible,15.793477,Mission: Impossible Collection,"[1, 0, 17]"
Shot Caller,15.786854,No Collection,"[6, 4, 17]"
Moneyball,15.785663,No Collection,[6]
While You Were Sleeping,15.783615,No Collection,"[3, 6, 14]"
Star Trek Into Darkness,15.78129,Star Trek: Alternate Reality Collection,"[0, 1, 15]"
Men in Black,15.781024,Men In Black Collection,"[0, 1, 3, 15]"
Curse of Chucky,15.771245,Child's Play Collection,"[11, 17]"
Tremors,15.750026,Tremors Collection,"[0, 11]"
Okja,15.738471,No Collection,"[1, 6, 8, 15]"
One Hundred and One Dalmatians,15.727519,101 Dalmatians (Animated) Collection,"[1, 2, 3, 7]"
Along Came Polly,15.725542,No Collection,"[3, 14]"
Mr. & Mrs. Smith,15.724373,No Collection,"[0, 3, 6, 17]"
Papillon,15.698433,No Collection,"[4, 6]"
The Naked Gun: From the Files of Police Squad!,15.698222,Naked Gun Collection,"[3, 4]"
Mission: Impossible III,15.687983,Mission: Impossible Collection,"[1, 0, 17]"
Paddington,15.686837,No Collection,"[7, 3]"
Sherlock Holmes,15.68604,Sherlock Holmes Collection,"[0, 1, 4, 13]"
Tristan & Isolde,15.672195,No Collection,[6]
The Brothers Grimm,15.66148,No Collection,"[1, 8, 0, 3, 17]"
The Intern,15.651705,No Collection,[3]
Coyote Ugly,15.650836,No Collection,"[3, 6, 12, 14]"
Star Wars: Episode I - The Phantom Menace,15.649091,Star Wars Collection,"[1, 0, 15]"
The Dirty Dozen,15.640007,The Dirty Dozen Collection,"[0, 1, 18]"
Mars Attacks!,15.63424,No Collection,"[3, 8, 15]"
Jack Reacher: Never Go Back,15.60562,Jack Reacher Collection,[0]
The Wall,15.5975,No Collection,"[6, 17, 18]"
Once Upon a Time in the West,15.589351,No Collection,[19]
Bolt,15.580915,No Collection,"[2, 7, 1, 3]"
Alien: Resurrection,15.57784,Alien Collection,"[15, 11, 0]"
No Country for Old Men,15.565484,No Collection,"[4, 6, 17]"
The English Patient,15.564161,No Collection,"[6, 14, 18]"
Krampus,15.553313,No Collection,"[11, 3, 8]"
North,15.534707,No Collection,"[3, 6, 7, 8, 15]"
Finding Neverland,15.529604,No Collection,[6]
The Texas Chain Saw Massacre,15.526413,Texas Chainsaw Massacre Collection,[11]
Legally Blondes,15.504416,Legally Blonde Collection,[3]
Ghosts of Mississippi,15.50082,No Collection,"[10, 6]"
Superman,15.460102,Superman Collection,"[0, 1, 8, 15]"
Nine to Five,15.458258,No Collection,[3]
Memento,15.450789,No Collection,"[13, 17]"
The Iron Giant,15.441459,No Collection,"[1, 2, 7, 8, 15]"
Flight of the Phoenix,15.434731,No Collection,"[0, 1, 6, 17]"
GoodFellas,15.424092,No Collection,"[6, 4]"
Into the Wild,15.423538,No Collection,"[1, 6]"
Hulk,15.422638,No Collection,"[6, 0, 15]"
Strangers on a Train,15.41773,No Collection,"[4, 6, 17]"
Sophie's Choice,15.417202,No Collection,"[6, 14]"
Night at the Museum: Battle of the Smithsonian,15.417181,Night at the Museum Collection,"[1, 8, 0, 3, 7]"
Dumb and Dumber To,15.402597,Dumb and Dumber Collection,[3]
Monster House,15.402378,No Collection,"[2, 3, 7, 8]"
Saw II,15.399863,Saw Collection,[11]
Drive,15.388875,No Collection,"[6, 0, 17, 4]"
Troy,15.387275,No Collection,"[1, 6, 18]"
Adventures in Babysitting,15.370164,No Collection,"[16, 3]"
The Matrix Revolutions,15.368205,The Matrix Collection,"[1, 0, 17, 15]"
Star Trek,15.362632,Star Trek: Alternate Reality Collection,"[15, 0, 1]"
976-EVIL,15.360682,976-EVIL Collection,[11]
Apt Pupil,15.352714,No Collection,"[6, 17]"
The Belko Experiment,15.352467,No Collection,"[0, 11, 17]"
From Dusk Till Dawn,15.339153,From Dusk Till Dawn Collection,"[11, 0, 17, 4]"
Basic Instinct 2,15.321902,Basic Instinct Collection,"[4, 13, 17]"
Cube²: Hypercube,15.317489,Cube Collection,"[17, 15, 13]"
Earth,15.30326,No Collection,[5]
Seventh Son,15.297821,No Collection,"[1, 8]"
48 Hrs.,15.297121,48 Hrs. Collection,"[17, 0, 3, 4, 6]"
Find Me Guilty,15.295949,No Collection,[6]
Last Night,15.280219,No Collection,"[6, 14]"
Moonwalker,15.276746,No Collection,"[8, 12]"
The Client,15.263829,No Collection,"[6, 17, 4, 13]"
Valerian and the City of a Thousand Planets,15.262706,No Collection,"[1, 15, 0]"
Final Fantasy VII: Advent Children,15.260291,Final Fantasy Collection,"[0, 1, 2, 8]"
The Notebook,15.239013,No Collection,"[14, 6]"
Runaway Train,15.236541,No Collection,"[0, 17]"
All Quiet on the Western Front,15.235056,No Collection,"[6, 18]"
Elysium,15.232738,No Collection,"[15, 0, 6, 17]"
The Last of the Mohicans,15.228794,No Collection,"[0, 1, 6, 10, 14, 18]"
Big Top Pee-wee,15.227522,Pee-wee's Collection,"[3, 7]"
Seed of Chucky,15.216315,Child's Play Collection,"[6, 11, 3]"
Mr. Popper's Penguins,15.214342,No Collection,"[3, 7]"
Stand by Me,15.206957,No Collection,"[4, 6]"
First Knight,15.178338,No Collection,"[0, 1, 6, 14]"
The Edge,15.174973,No Collection,"[0, 1, 6]"
Barfly,15.170192,No Collection,"[3, 6, 14]"
Going in Style,15.157255,No Collection,"[4, 3, 6]"
The Princess Bride,15.15267,No Collection,"[1, 7, 8, 3, 14]"
Couples Retreat,15.152577,No Collection,"[3, 14]"
Die Hard: With a Vengeance,15.138855,Die Hard Collection,"[0, 17]"
Easy A,15.138144,No Collection,[3]
Alien Nation,15.133316,Alien Nation Collection,"[4, 15, 17]"
Saving Mr. Banks,15.130888,No Collection,"[3, 6, 10]"
Mary Poppins,15.11549,No Collection,"[3, 7, 8]"
Bill & Ted's Excellent Adventure,15.109261,Bill & Ted's Most Excellent Collection,"[1, 3, 15]"
The Grand Seduction,15.108283,No Collection,[3]
Forgetting Sarah Marshall,15.106676,No Collection,"[3, 14, 6]"
The Taking of Pelham 1 2 3,15.09911,No Collection,"[17, 6, 4]"
Happy Feet,15.088318,Happy Feet Collection,"[2, 3]"
The Contender,15.072042,No Collection,"[6, 17]"
Good Will Hunting,15.064833,No Collection,[6]
Maverick,15.050326,No Collection,"[0, 1, 3, 6, 19]"
The Day After Tomorrow,15.049695,No Collection,"[0, 1, 15, 17]"
The Kid,15.045725,No Collection,"[8, 3, 7]"
Blade,15.043454,Blade Collection,"[11, 0]"
Moonwalkers,15.041341,No Collection,[3]
London Has Fallen,15.037993,... Has Fallen Collection,"[0, 4, 17]"
Survivor,15.033568,No Collection,[17]
It's a Wonderful Life,15.031588,No Collection,"[6, 7, 8]"
The Trials of Cate McCall,15.028038,No Collection,[6]
The Visit,15.021058,No Collection,"[11, 17]"
Misery,15.020845,No Collection,"[6, 17]"
The Flintstones,15.019586,The Flintstones (Live-Action) Collection,"[8, 3, 7]"
Seven Samurai,15.01777,No Collection,"[0, 6]"
Kill List,15.014569,No Collection,"[11, 17, 4]"
Sin City,15.010525,Sin City Collection,"[0, 17, 4]"
Batman Returns,15.001681,Batman Collection,"[0, 8]"
Absolutely Anything,14.998954,No Collection,"[3, 15]"
"Hello, My Name Is Doris",14.992311,No Collection,"[3, 6, 14]"
You Don't Know Jack,14.988063,No Collection,[6]
The Great Raid,14.987902,No Collection,"[0, 10, 18]"
The Diary of a Teenage Girl,14.986654,No Collection,"[6, 14]"
Nerve,14.9837,No Collection,"[13, 1, 4]"
Fantasia 2000,14.972573,Fantasia Collection,"[2, 7, 12]"
Filth,14.970485,No Collection,"[4, 6, 3]"
Panic Room,14.969502,No Collection,"[4, 6, 17]"
Final Destination,14.961416,Final Destination Collection,[11]
City of God,14.95927,No Collection,"[6, 4]"
I as in Icarus,14.958978,No Collection,"[17, 6, 4, 13]"
The Road,14.958098,No Collection,"[1, 6]"
Broken Arrow,14.957626,No Collection,"[0, 1, 6, 17]"
"Guns, Girls and Gambling",14.950975,No Collection,"[4, 17]"
Yellow Submarine,14.950187,No Collection,"[2, 8, 12]"
Saw III,14.938035,Saw Collection,"[11, 17, 4]"
Two Rode Together,14.936586,No Collection,[19]
Blood Ties,14.934555,No Collection,"[17, 4, 6]"
Blackhat,14.932368,No Collection,"[4, 6, 13]"
The Borrowers,14.924667,No Collection,"[1, 8, 0, 3, 7]"
Noah,14.924487,No Collection,"[6, 1]"
Déjà Vu,14.922904,No Collection,"[0, 17, 15]"
Gangs of New York,14.922399,No Collection,"[6, 10, 4]"
A Merry Friggin' Christmas,14.921478,No Collection,[3]
Before I Go to Sleep,14.921298,No Collection,"[13, 17]"
A Walk Among the Tombstones,14.914924,No Collection,"[4, 6, 13, 17]"
Arthur,14.911301,Arthur Collection,"[3, 6, 14]"
People Like Us,14.906621,No Collection,[6]
Shaun of the Dead,14.902948,No Collection,"[11, 3]"
The Right Stuff,14.902397,No Collection,"[6, 10]"
The Conjuring,14.90169,The Conjuring Collection,"[11, 17]"
The Bourne Legacy,14.89499,The Bourne Collection,"[0, 17]"
47 Ronin,14.88937,No Collection,"[6, 0, 1, 8]"
Live Free or Die Hard,14.886039,Die Hard Collection,"[0, 17]"
The Expendables 2,14.881566,The Expendables Collection,"[0, 1, 17]"
The Invisible Guardian,14.881223,No Collection,[17]
Mommy,14.876086,No Collection,[6]
Sweet November,14.840318,No Collection,"[6, 14]"
The Blair Witch Project,14.838386,Blair Witch Collection,"[11, 13]"
Spring Breakers,14.830235,No Collection,"[6, 4]"
The Game,14.825587,No Collection,"[6, 17, 13]"
What's Love Got to Do with It,14.820883,No Collection,"[6, 12]"
Return to House on Haunted Hill,14.820751,House on Haunted Hill Collection,"[11, 17]"
The Cabin in the Woods,14.811958,No Collection,"[11, 17]"
The Pianist,14.811594,No Collection,"[6, 18]"
Hackers,14.810519,No Collection,"[0, 4, 17, 6]"
Monster Trucks,14.801195,No Collection,"[0, 3, 15]"
Gran Torino,14.794228,No Collection,[6]
Indiana Jones and the Last Crusade,14.788987,Indiana Jones Collection,"[1, 0]"
The Remaining,14.788837,No Collection,"[17, 11]"
Jeepers Creepers 2,14.786032,Jeepers Creepers Collection,"[11, 17]"
Dallas Buyers Club,14.785719,No Collection,"[6, 10]"
Thelma & Louise,14.785388,No Collection,"[6, 17, 4, 1]"
Stardust,14.784525,No Collection,"[1, 8, 14, 7]"
First Blood,14.778884,Rambo Collection,"[0, 1, 17, 18]"
Rocky,14.774066,Rocky Collection,[6]
The Conjuring 2,14.767317,The Conjuring Collection,[11]
Because I Said So,14.764607,No Collection,[3]
The Chorus,14.758133,No Collection,[6]
The Croods,14.757874,The Croods Collection,"[1, 2, 3, 7, 8]"
The Expendables,14.75562,The Expendables Collection,"[17, 1, 0]"
Never Back Down,14.753931,Never Back Down Collection,"[6, 0]"
The Expendables 3,14.753545,The Expendables Collection,"[0, 1, 17]"
The Score,14.741992,No Collection,"[0, 4, 17]"
Big Fish,14.739983,No Collection,"[1, 8, 6]"
The Opposite of Sex,14.734622,No Collection,"[3, 6]"
The Counselor,14.723646,No Collection,"[17, 4, 6]"
The Astronaut's Wife,14.705865,No Collection,"[6, 15, 17]"
Two for the Road,14.701129,No Collection,"[3, 6, 14]"
The Sea Inside,14.69768,No Collection,[6]
Kung Fu Panda 3,14.696548,Kung Fu Panda Collection,"[0, 1, 2, 3, 7]"
The Hours,14.686487,No Collection,[6]
GoldenEye,14.686036,James Bond Collection,"[1, 0, 17]"
Tangled,14.684761,Tangled Collection,"[2, 7]"
13,14.67986,No Collection,"[6, 17]"
Unbreakable,14.67855,No Collection,"[15, 17, 6]"
John Carter,14.670353,No Collection,"[0, 1, 15]"
Fast Times at Ridgemont High,14.658885,No Collection,[3]
Homeward Bound II: Lost in San Francisco,14.657754,Homeward Bound Collection,"[1, 3, 6, 7]"
The Man from U.N.C.L.E.,14.656875,No Collection,"[3, 0, 1]"
Dumbo,14.655879,No Collection,"[2, 7]"
Oblivion,14.654053,No Collection,"[0, 15, 1, 13]"
Burn Notice: The Fall of Sam Axe,14.649159,No Collection,"[3, 4, 6, 13, 17]"
Bad Girls,14.644772,No Collection,"[0, 1, 3, 6, 19]"
Spotlight,14.63239,No Collection,"[6, 17, 10]"
The Muppet Christmas Carol,14.630571,The Muppet Collection,"[3, 7, 8, 6]"
The Captive,14.623692,No Collection,"[6, 17, 4]"
The Children of Huang Shi,14.622493,No Collection,"[6, 18]"
Last Knights,14.619519,No Collection,"[0, 1]"
